TIME,LABEL
0.011604167
0.174062500
0.348125000
0.510583333
0.707854167
0.858708333
1.044375000
1.206833333
1.404104167
1.566562500
1.740625000
1.914687500
2.088750000
2.262812500
2.436875000
2.610937500
2.796604167
2.935854167
3.051895833
3.144729167
3.307187500
3.492854167
3.655312500
3.829375000
3.991833333
4.189104167
4.339958333
4.537229167
4.699687500
4.885354167
5.059416667
5.233479167
5.407541667
5.500375000
5.581604167
5.767270833
5.918125000
6.103791667
6.266250000
6.440312500
6.544750000
6.625979167
6.800041667
6.974104167
7.124958333
7.299020833
7.473083333
7.658750000
7.832812500
7.937250000
8.018479167
8.169333333
8.366604167
8.540666667
8.714729167
8.877187500
9.062854167
9.248520833
9.422583333
9.573437500
9.770708333
9.944770833
10.118833333
10.292895833
10.466958333
10.629416667
10.815083333
10.977541667
11.151604167
11.337270833
11.511333333
11.673791667
11.859458333
12.033520833
12.207583333
12.381645833
12.555708333
12.741375000
12.903833333
13.077895833
13.251958333
13.414416667
13.600083333
13.774145833
13.948208333
14.110666667
14.296333333
14.458791667
14.644458333
14.818520833
15.004187500
15.155041667
15.352312500
15.526375000
15.688833333
15.862895833
16.048562500
16.234229167
16.385083333
16.570750000
16.918875000
17.092937500
17.255395833
17.348229167
17.452666667
17.615125000
17.789187500
17.963250000
18.125708333
18.311375000
18.473833333
18.647895833
18.752333333
18.833562500
18.984416667
19.181687500
19.355750000
19.529812500
19.703875000
19.889541667
20.052000000
20.226062500
20.400125000
20.585791667
20.736645833
20.922312500
21.107979167
21.282041667
21.456104167
21.630166667
21.792625000
21.966687500
22.140750000
22.314812500
22.488875000
22.674541667
22.848604167
23.022666667
23.185125000
23.370791667
23.533250000
23.718916667
23.881375000
24.067041667
24.241104167
24.415166667
24.589229167
24.763291667
24.937354167
25.111416667
25.285479167
25.459541667
25.622000000
25.819270833
25.993333333
26.155791667
26.329854167
26.503916667
26.677979167
26.852041667
27.037708333
27.211770833
27.351020833
27.548291667
27.733958333
27.908020833
28.128500000
28.256145833
28.430208333
28.604270833
28.778333333
28.940791667
29.114854167
29.300520833
29.474583333
29.648645833
29.822708333
29.996770833
30.089604167
30.170833333
30.344895833
30.437729167
30.518958333
30.693020833
30.878687500
31.041145833
31.215208333
31.389270833
31.551729167
31.749000000
31.899854167
32.097125000
32.247979167
32.433645833
32.596104167
32.793375000
32.955833333
33.141500000
33.303958333
33.489625000
33.663687500
33.837750000
34.000208333
34.174270833
34.359937500
34.534000000
34.696458333
34.882125000
35.056187500
35.230250000
35.392708333
35.578375000
35.636395833
35.752437500
35.926500000
36.088958333
36.332645833
36.437083333
36.622750000
36.796812500
36.970875000
37.133333333
37.319000000
37.481458333
37.667125000
37.817979167
38.015250000
38.177708333
38.374979167
38.537437500
38.711500000
38.873958333
38.978395833
39.071229167
39.233687500
39.419354167
39.581812500
39.767479167
39.929937500
40.115604167
40.289666667
40.463729167
40.637791667
40.811854167
40.985916667
41.148375000
41.322437500
41.508104167
41.682166667
42.030291667
42.204354167
42.378416667
42.552479167
42.726541667
42.912208333
43.074666667
43.248729167
43.422791667
43.596854167
43.770916667
43.956583333
44.049416667
44.119041667
44.293104167
44.397541667
44.467166667
44.560000000
44.652833333
44.803687500
45.000958333
45.175020833
45.349083333
45.511541667
45.685604167
45.859666667
46.033729167
46.207791667
46.393458333
46.555916667
46.741583333
46.904041667
47.089708333
47.263770833
47.437833333
47.623500000
47.785958333
47.960020833
48.134083333
48.308145833
48.470604167
48.656270833
48.830333333
48.992791667
49.190062500
49.329312500
49.538187500
49.689041667
49.793479167
49.874708333
50.048770833
50.234437500
50.385291667
50.582562500
50.745020833
50.919083333
51.081541667
51.267208333
51.441270833
51.626937500
51.789395833
51.975062500
52.137520833
52.323187500
52.485645833
52.648104167
52.822166667
53.031041667
53.367562500
53.518416667
53.715687500
53.889750000
54.063812500
54.237875000
54.411937500
54.574395833
54.760062500
54.910916667
55.108187500
55.282250000
55.467916667
55.630375000
55.804437500
55.990104167
56.164166667
56.338229167
56.500687500
56.674750000
56.860416667
57.034479167
57.115708333
57.719125000
57.823562500
57.904791667
58.078854167
58.171687500
58.252916667
58.345750000
58.426979167
58.519812500
58.601041667
58.682270833
58.751895833
58.949166667
59.111625000
59.308895833
59.471354167
59.645416667
59.819479167
60.005145833
60.167604167
60.353270833
60.527333333
60.701395833
60.863854167
61.037916667
61.223583333
61.386041667
61.571708333
61.745770833
61.919833333
62.093895833
62.267958333
62.442020833
62.592875000
62.790145833
62.964208333
63.138270833
63.300729167
63.486395833
63.660458333
63.834520833
63.996979167
64.182645833
64.333500000
64.530770833
64.693229167
64.890500000
65.041354167
65.227020833
65.377875000
65.575145833
65.749208333
65.923270833
66.097333333
66.283000000
66.457062500
66.619520833
66.793583333
66.909625000
67.153312500
67.327375000
67.501437500
67.675500000
67.837958333
68.012020833
68.197687500
68.371750000
68.534208333
68.719875000
68.893937500
69.068000000
69.230458333
69.404520833
69.590187500
69.938312500
70.112375000
70.274833333
70.379270833
70.472104167
70.611354167
70.808625000
70.982687500
71.098729167
71.296000000
71.493270833
71.667333333
71.829791667
72.015458333
72.177916667
72.363583333
72.560854167
72.700104167
72.908979167
73.059833333
73.257104167
73.419562500
73.605229167
73.767687500
73.953354167
74.127416667
74.301479167
74.463937500
74.649604167
74.812062500
74.997729167
75.171791667
75.345854167
75.519916667
75.693979167
75.856437500
76.042104167
76.204562500
76.390229167
76.552687500
76.749958333
76.900812500
77.086479167
77.260541667
77.434604167
77.608666667
77.782729167
77.956791667
78.142458333
78.304916667
78.490583333
78.653041667
78.838708333
79.001166667
79.175229167
79.360895833
79.523354167
79.697416667
79.871479167
80.045541667
80.231208333
80.393666667
80.579333333
80.753395833
80.846229167
80.927458333
81.275583333
81.449645833
81.623708333
81.786166667
81.971833333
82.134291667
82.319958333
82.494020833
82.668083333
82.842145833
83.016208333
83.190270833
83.364333333
83.526791667
83.724062500
83.874916667
84.060583333
84.234645833
84.408708333
84.582770833
84.756833333
84.930895833
85.116562500
85.255812500
85.453083333
85.627145833
85.801208333
85.986875000
86.160937500
86.323395833
86.520666667
86.857187500
87.019645833
87.205312500
87.367770833
87.553437500
87.704291667
87.901562500
88.075625000
88.249687500
88.423750000
88.597812500
88.771875000
88.945937500
89.108395833
89.294062500
89.468125000
89.653791667
89.816250000
89.990312500
90.164375000
90.338437500
90.512500000
91.046291667
91.173937500
91.301583333
92.009437500
92.578041667
92.717291667
92.891354167
92.995791667
94.527541667
94.690000000
94.864062500
95.038125000
95.212187500
95.397854167
95.583520833
95.757583333
